Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
21,734,0.28810413784556377,-1.9107740900313401,-0.35083678699548004,6,0,45,7,1,2,35,101,114,2,-0.462782835516947,0.06720254542715244,-2.186159471800792,-4.06587796150802,1.2323998237576645
8,385,-0.48691569436112414,-0.4238943276070906,0.24712871320128513,6,1,54,5,1,2,6,305,24,1,-0.6854165162463812,-0.2558286595505217,-0.635705831512801,-0.3659769349560106,-0.4690885190818551
18,841,-0.4455813033101008,-0.4238943276070906,0.1878936495080502,2,1,75,15,3,2,67,12,118,0,-0.8346040342609506,-0.31592748838357737,2.5322883854217966,0.8673234072279927,0.5518044866218568
19,129,-0.4538481815203055,0.765609482332309,-0.466551795140404,6,1,15,14,1,2,6,306,24,1,-0.662464590397986,-0.17319276990507018,-0.6729763517120315,-0.3659769349560106,-1.0135647887905015
19,187,-0.5336235562487806,-0.1265183751222407,-0.22959410290391033,6,0,15,14,1,2,106,267,276,1,-1.5690656614095997,-1.262484042504204,-0.22573010932126486,-0.3659769349560106,-1.149683856217663
19,209,-0.4455813033101008,-0.1265183751222407,-0.05047647727632455,2,1,45,4,1,2,9,316,89,1,0.47365573909758063,-0.28587807396704956,-0.7847879123097232,-0.3659769349560106,-0.6052075865090166
19,211,-0.4927025091082674,-0.4238943276070906,-0.1439587193897871,6,1,45,14,1,2,16,324,31,1,0.47365573909758063,-0.28587807396704956,-0.7847879123097232,-0.3659769349560106,-0.6052075865090166
8,304,-0.22857575029222818,0.17085757736260918,0.21582846612169823,2,0,45,7,1,2,29,57,131,1,-0.03128662956711562,0.08973960623954831,0.29605717346796295,-0.3659769349560106,0.5518044866218568
8,303,-0.33811188657744007,-0.1265183751222407,0.06553496774901893,6,1,45,15,1,2,31,54,53,1,-0.03128662956711562,0.08973960623954831,0.29605717346796295,-0.3659769349560106,0.5518044866218568
25,588,-0.509649609439187,0.765609482332309,-0.7505383265822715,6,0,45,14,1,2,107,266,279,1,-1.387745447207277,-1.420243468190975,-0.836966640588646,-0.3659769349560106,-1.6261005922127285
16,535,-0.038024207547010504,0.765609482332309,-0.13816948148983008,2,1,45,15,1,2,41,107,175,1,0.8523625155961029,0.502919054466806,1.2650906986479575,-0.3659769349560106,0.5518044866218568
29,856,-0.5075828898866358,0.17085757736260918,-0.3375494397672654,6,0,45,14,3,2,8,308,21,1,-1.2339675440230287,-0.909403423110002,-0.41208271031741767,-0.3659769349560106,-1.149683856217663
30,557,-0.34637876478764473,-0.4238943276070906,-0.1846751967885812,2,1,15,14,1,2,65,3,86,2,0.6916990346573358,-0.022945697822431048,1.2650906986479575,2.100623749411996,0.2115068180539528
1,952,0.8667856125598907,0.4682335298474591,-0.7796763281811515,2,0,45,2,1,1,47,151,199,0,0.8569529007657819,0.848487320256876,0.6538541673805763,-0.3659769349560106,1.0282212226169223
11,257,0.3191049311338313,1.0629854348171588,-0.7486202055913218,2,0,45,15,1,2,41,112,175,0,0.2556124435378255,0.3752090431965627,0.37059821386642405,-0.3659769349560106,0.5518044866218568
18,771,-0.5385836831749033,-0.7212702800919405,0.41458067571118645,2,1,24,15,3,2,55,45,141,2,0.33594418400720893,0.36769668959243074,2.8677230672148712,3.3339240915959993,0.5518044866218568
7,144,-0.522049926754494,-0.1265183751222407,-0.06714669243403211,6,1,71,15,1,2,7,312,5,1,-1.5461137355612045,-0.6614957541736474,-0.6729763517120315,-0.3659769349560106,-1.149683856217663
1,9,0.4534417020496572,0.17085757736260918,-0.6682858109976412,6,0,15,15,1,2,50,131,132,2,0.8018682787296332,0.322622567967639,-1.2022177385411055,-0.3659769349560106,0.3476258854811144
7,237,-0.4373144250998961,0.17085757736260918,0.1704561859539628,6,1,45,15,1,2,26,37,43,1,0.3588961098556042,-0.5488104501116681,-0.7102468719112621,-0.3659769349560106,-0.809386187649759
31,643,-0.5530507200427616,-1.0186462325767904,0.41458067571118645,2,1,29,14,1,2,8,290,74,1,-0.7198444050189742,-0.6464710469653835,-1.0233192415847987,-0.3659769349560106,-0.4690885190818551
19,921,-0.2719772742397132,1.3603613873020088,-0.5270423562095332,6,1,45,14,1,2,22,9,35,1,-0.662464590397986,0.16486314228086787,0.37059821386642405,-0.3659769349560106,-0.26490991794111274
19,377,-0.4910491334662265,0.765609482332309,-0.2426373256423677,6,1,56,7,3,2,5,288,0,2,-1.396926217546635,-2.201528243020699,1.563254860241802,2.100623749411996,-0.809386187649759
8,506,-0.5158497680968405,-0.4238943276070906,0.269849728212261,6,0,45,2,1,2,6,301,10,1,-1.1903588849110776,-0.8117428262562866,-0.5238942709151093,-0.3659769349560106,-0.6052075865090166
1,954,0.04009779153942364,-1.3160221850616403,0.3461037563342852,2,0,27,1,1,2,47,137,187,0,0.8362961675022261,0.848487320256876,0.5271343987031925,-0.3659769349560106,1.0282212226169223
30,461,0.7423690954963105,0.765609482332309,0.3273933579407494,2,0,45,15,1,2,72,115,219,2,1.1736894774736368,0.6531661265494451,1.8241485016364158,2.100623749411996,1.9129951608934725
7,248,-0.6253859043820524,-3.1002778999707394,1.3213287805237313,6,1,16,8,4,2,38,60,66,1,0.5998913312637547,-0.1356310018844104,-1.0456815537043371,-0.3659769349560106,-0.12879085051395114
0,44,-0.18724135924120483,-1.3160221850616403,-0.0736683038032608,2,0,45,15,1,2,6,316,89,1,0.19823262891683724,0.014616070198228739,-0.33754166991895657,-0.3659769349560106,-0.12879085051395114
19,823,-0.3835797167335658,1.3603613873020088,-0.5270423562095332,6,0,0,7,1,2,6,318,16,1,-1.0067434781239153,-0.24831630594638976,-0.4493532305166482,-0.3659769349560106,-1.0135647887905015
8,405,-0.36291252120805406,1.3603613873020088,-0.1957305486818726,2,1,0,15,1,2,23,333,111,1,-0.662464590397986,0.05217783821888852,-0.635705831512801,-0.3659769349560106,-1.0135647887905015
0,39,0.22610255126902876,-0.1265183751222407,-0.2393242075670911,2,0,22,15,1,2,42,71,158,1,0.3956191912130367,0.20993726390565962,-1.299121091059105,-0.3659769349560106,-0.12879085051395114
7,234,-0.34637876478764473,0.17085757736260918,-0.09087908033114506,6,0,45,7,1,2,26,37,43,1,0.3588961098556042,-0.5488104501116681,-0.7102468719112621,-0.3659769349560106,-0.809386187649759
6,456,-0.580331418136437,-1.0186462325767904,0.18759721262763074,2,1,45,13,1,2,19,273,58,1,-1.1215031073658916,-0.6614957541736474,-1.2171259466207978,-0.3659769349560106,-0.4690885190818551
7,578,-0.46831521838816365,0.17085757736260918,0.6634132806280136,6,1,45,4,1,2,8,318,8,1,-0.7542722937915671,-0.5563228037158,-0.34499577395880265,-0.3659769349560106,-0.809386187649759
31,644,-0.5447838418325569,-1.0186462325767904,0.1878936495080502,6,1,45,15,1,2,7,291,6,1,-0.7198444050189742,-0.6464710469653835,-1.0233192415847987,-0.3659769349560106,-0.4690885190818551
7,109,-0.559250878700415,-0.7212702800919405,0.9725795094419832,2,1,74,1,1,2,27,331,89,1,-0.6739405533221836,-0.6614957541736474,-0.635705831512801,-0.3659769349560106,-1.149683856217663
30,173,0.26537022276750094,0.17085757736260918,-0.12598069446552299,6,0,15,4,1,2,65,129,110,1,1.2425452550188227,0.4277955184254864,-0.8220584325089538,-0.3659769349560106,1.2323998237576645
18,847,-0.021903795037111394,1.6577373397868587,-0.7711668459667568,6,0,30,1,1,2,49,82,154,0,-0.6854165162463812,0.3902337504048266,1.891235437995031,-1.5992772771400139,0.3476258854811144
21,153,-0.24924294581773984,-1.61339813754649,-0.047512108472129694,2,0,27,1,3,2,52,171,236,2,0.7169461530905706,0.014616070198228739,-1.0680438658238756,-0.3659769349560106,0.9601616889033414
0,661,0.49477609310068055,0.4682335298474591,-0.33523025711457183,2,0,56,15,1,2,42,136,187,0,0.23266051768943016,0.47286964005027815,0.1320668845913485,-0.3659769349560106,0.8240426214761799
19,132,-0.4786488161509195,0.17085757736260918,0.12717640141271788,6,1,51,13,1,2,6,306,24,1,-0.662464590397986,-0.17319276990507018,-0.6729763517120315,-0.3659769349560106,-1.0135647887905015
1,948,0.5319770450466016,0.4682335298474591,-0.3526677206686592,2,0,15,15,1,1,47,137,175,2,0.3910288060433576,2.073000957730385,-0.33754166991895657,-0.3659769349560106,0.7559830877625991
19,133,-0.44971474241520315,0.17085757736260918,-0.31678142067434734,6,1,45,14,1,2,6,306,24,1,-0.662464590397986,-0.17319276990507018,-0.6729763517120315,-0.3659769349560106,-1.0135647887905015
8,283,-0.3360451670248889,-0.1265183751222407,0.5889553112520605,2,0,1,14,1,2,29,57,131,1,-0.03128662956711562,0.08973960623954831,0.29605717346796295,-0.3659769349560106,0.5518044866218568
31,875,-0.5261833658595964,-0.4238943276070906,0.7652829427109923,6,1,45,4,1,2,33,8,52,1,0.23036532510459062,-0.5187610356951402,-0.9264158890667994,-0.3659769349560106,0.2115068180539528
21,148,-0.021903795037111394,-1.0186462325767904,0.06583140462943841,2,0,6,14,1,2,52,109,202,2,0.7169461530905706,0.014616070198228739,-1.0680438658238756,-0.3659769349560106,0.9601616889033414
30,174,-0.04298433447313331,-0.4238943276070906,0.6648954650301111,6,0,45,14,1,2,65,166,134,1,1.2425452550188227,0.4277955184254864,-0.8220584325089538,-0.3659769349560106,0.8921021551897607
19,311,-0.41830060521642537,0.765609482332309,-0.6551728384049674,6,1,1,15,1,2,6,318,16,1,-0.662464590397986,-0.24831630594638976,-0.5611647911143399,-0.3659769349560106,-1.0135647887905015
23,837,-0.43524770554734493,-0.1265183751222407,0.38988922731859865,2,1,45,15,1,2,21,19,120,1,0.10872011810809562,0.40525845761309054,0.6016754391016536,-0.3659769349560106,-0.12879085051395114
19,928,-0.5323835245172498,-0.4238943276070906,-0.2044492804589163,0,1,45,4,1,2,106,253,267,1,-1.5713608539944393,-2.0512811709380596,0.8178444562571907,-0.3659769349560106,-1.149683856217663
19,912,-0.4273941712476505,-0.1265183751222407,0.27508096727848724,2,1,44,7,1,2,9,316,89,1,-0.662464590397986,0.16486314228086787,0.37059821386642405,-0.3659769349560106,-0.26490991794111274
1,961,0.5154432886261923,-0.4238943276070906,0.531411681523572,2,0,50,1,3,2,80,206,246,0,1.3825520026940339,1.2766914756923975,1.2799989067276496,-0.3659769349560106,-0.12879085051395114
21,479,0.9081200036109142,0.4682335298474591,0.5087429789032584,2,0,27,15,3,2,6,316,89,1,0.19823262891683724,0.014616070198228739,-0.33754166991895657,-0.3659769349560106,-0.12879085051395114
24,179,5.9922501028867865,1.6577373397868587,-0.897309457317025,6,0,45,2,1,2,81,226,217,0,1.4858356690118126,1.6147473878783356,0.638945959300884,-1.5992772771400139,1.5726974923255685
21,164,1.4041326962231944,0.17085757736260918,0.030956477521263612,6,0,21,15,3,2,46,192,184,2,0.9235134857261282,0.31511021436350706,-1.3512998193380277,-1.5992772771400139,0.48374495290827596
8,393,-0.48691569436112414,-0.4238943276070906,0.2535631372527434,6,1,45,14,1,2,6,305,24,1,-0.6854165162463812,-0.2558286595505217,-0.635705831512801,-0.3659769349560106,-0.4690885190818551
8,897,-0.3939133144963216,0.4682335298474591,-0.6606307644973968,6,1,36,1,1,2,31,51,55,1,0.20970859184103488,-0.5112486820910083,-0.8593289527081843,-0.3659769349560106,-0.6052075865090166
7,102,-0.5199832072019428,-0.1265183751222407,0.1683985652545805,6,1,45,3,1,2,7,312,5,1,-0.6739405533221836,-0.6614957541736474,-0.635705831512801,-0.3659769349560106,-1.149683856217663
30,268,-0.5001426994974516,-1.3160221850616403,-0.4445282786715916,6,1,76,14,1,2,37,69,68,1,0.5884153683395571,-0.06050746584309084,-0.8220584325089538,-0.3659769349560106,0.2115068180539528
8,398,-0.4513681180572441,0.17085757736260918,-0.05014516546879689,6,1,48,13,1,2,6,305,24,1,-0.6854165162463812,-0.2558286595505217,-0.635705831512801,-0.3659769349560106,-0.4690885190818551
8,506,-0.5075828898866358,-0.7212702800919405,0.13324463872954032,6,0,68,15,1,2,6,301,10,1,-1.1903588849110776,-0.8117428262562866,-0.5238942709151093,-0.3659769349560106,-0.6052075865090166
8,303,-0.32157813015703074,0.17085757736260918,-0.43286261555390715,6,1,45,7,1,2,31,54,53,1,-0.03128662956711562,0.08973960623954831,0.29605717346796295,-0.3659769349560106,0.5518044866218568
0,57,-0.1562405659529373,-1.3160221850616403,0.7734436756543052,2,0,22,15,1,2,42,120,187,1,1.4491125876543802,0.7959008450279523,-1.0084110335051066,-0.3659769349560106,0.8921021551897607
1,948,0.9081200036109142,1.3603613873020088,-0.8060417730749316,2,0,15,1,1,2,47,137,175,2,0.3910288060433576,2.073000957730385,-0.33754166991895657,-0.3659769349560106,0.7559830877625991
18,982,-0.16698750762620337,1.0629854348171588,-0.398911874014099,2,1,6,15,1,2,26,33,148,1,-0.662464590397986,0.39774610400895855,0.27369486134842463,-0.3659769349560106,-0.6732671202225975
19,820,-0.4641817792830613,0.4682335298474591,-0.4424532205086552,2,1,36,2,1,1,9,289,77,1,-1.018219441048113,-0.24831630594638976,-0.4493532305166482,-0.3659769349560106,-1.0135647887905015
7,144,-0.6092654918721533,-1.0186462325767904,-0.2798663103303443,6,1,36,2,1,2,6,316,89,1,0.19823262891683724,0.014616070198228739,-0.33754166991895657,-0.3659769349560106,-0.12879085051395114
18,848,-0.052904588325378914,1.3603613873020088,-0.7969917294903602,6,1,45,2,1,2,49,82,145,0,-0.6854165162463812,0.3902337504048266,1.891235437995031,-1.5992772771400139,0.3476258854811144
7,222,-0.5489172809376592,-1.61339813754649,0.41458067571118645,6,1,56,3,1,2,26,43,46,1,0.31299225815881365,-0.5488104501116681,-0.8220584325089538,-0.3659769349560106,-0.6732671202225975
21,349,0.22610255126902876,-0.4238943276070906,-0.1085432309114356,2,0,45,15,1,2,52,169,233,2,1.3664856546001571,0.6456537729453131,-0.8667830567480305,-0.3659769349560106,1.9129951608934725
30,464,-0.1252397726646698,-0.7212702800919405,1.5480158067268674,2,0,20,15,3,2,78,106,181,2,0.9671221448380792,0.5404808224874658,1.9359600622341075,2.100623749411996,1.9129951608934725
29,1020,-0.5282500854121475,0.17085757736260918,-0.2654804028982222,2,1,59,14,1,0,9,289,76,1,-0.662464590397986,-0.4661745604662165,-0.15118906892280376,-0.3659769349560106,-0.5371480527954359
27,691,-0.5282500854121475,-0.7212702800919405,-0.5270423562095332,6,0,45,0,3,2,33,11,52,1,0.2349557102742697,-0.5187610356951402,-0.9264158890667994,-0.3659769349560106,0.2115068180539528
19,76,-0.6005852697514383,-0.4238943276070906,0.135581258845788,6,1,32,8,3,2,101,242,258,1,-2.039580141301703,-2.0888429389587193,-0.8593289527081843,-0.3659769349560106,-1.149683856217663
19,421,-0.5282500854121475,-1.3160221850616403,0.41458067571118645,2,1,30,15,3,2,9,316,89,1,-0.04276259249131326,-0.5488104501116681,0.7060328956594991,2.100623749411996,-0.4690885190818551
8,748,-0.6543199781177688,-2.20815004251619,-0.0998244991343919,5,1,39,7,2,2,2,261,275,1,-1.6493974018789832,-1.8259105628141008,-0.002106988125881519,-0.3659769349560106,-1.149683856217663
6,457,-0.6067854284090919,-0.7212702800919405,0.48433052992753606,2,1,40,15,3,2,19,273,58,1,-1.1215031073658916,-0.6614957541736474,-1.2171259466207978,-0.3659769349560106,-0.4690885190818551
0,39,0.5567776796772156,1.0629854348171588,-0.23217484750991527,2,0,6,15,1,2,42,71,158,1,0.3956191912130367,0.20993726390565962,-1.299121091059105,-0.3659769349560106,-0.12879085051395114
29,525,0.1827014406654542,1.0629854348171588,-0.7661099815360715,2,1,6,13,1,2,41,105,175,1,0.7215365382602498,0.9461479171105914,0.8625690804962675,-0.3659769349560106,-0.12879085051395114
8,383,-0.189308078793756,1.3603613873020088,-0.7619249902830905,6,0,6,13,1,2,106,41,67,1,-0.662464590397986,0.05217783821888852,-0.635705831512801,-0.3659769349560106,-1.0135647887905015
8,385,-0.47699544050887854,-0.4238943276070906,0.13383751249037928,6,1,24,14,1,2,6,305,24,1,-0.6854165162463812,-0.2558286595505217,-0.635705831512801,-0.3659769349560106,-0.4690885190818551
31,643,-0.503449864125444,-1.0186462325767904,0.41458067571118645,2,1,6,15,3,2,8,290,74,1,-0.7198444050189742,-0.6464710469653835,-1.0233192415847987,-0.3659769349560106,-0.4690885190818551
19,804,-0.5323835245172498,-0.7212702800919405,0.05540380142409415,6,1,15,7,1,2,6,310,22,1,-0.662464590397986,-0.5488104501116681,-0.2630006295204954,-0.3659769349560106,-0.6732671202225975
8,747,-0.6212524652769501,-1.0186462325767904,0.04839394107535101,0,1,32,15,1,2,2,258,283,1,-1.6493974018789832,-1.8259105628141008,-0.002106988125881519,-0.3659769349560106,-1.149683856217663
8,519,-0.5489172809376592,-0.4238943276070906,0.5802365794750167,6,1,24,7,1,2,6,304,22,1,-1.1903588849110776,-0.8117428262562866,-0.5238942709151093,-0.3659769349560106,-0.6052075865090166
29,614,-0.13557337042742562,1.3603613873020088,-0.6665420646422324,3,0,45,15,1,2,6,316,89,1,-0.667054975567665,0.322622567967639,0.11715867651165626,-0.3659769349560106,-0.12879085051395114
8,290,0.07109858482769116,1.6577373397868587,-0.6316671375340576,6,0,15,1,1,2,13,68,115,1,0.03756914797807023,0.16486314228086787,0.3333276936671935,-0.3659769349560106,-0.12879085051395114
0,652,0.5154432886261923,1.0629854348171588,-0.7589606214788956,6,0,1,15,1,2,44,145,154,0,0.07888261450518175,0.27754844634284725,-0.3151793577994182,-0.3659769349560106,0.2115068180539528
0,674,1.3214639141211477,0.4682335298474591,0.41458067571118645,2,0,10,1,1,2,76,194,249,0,1.7635539717773956,1.5020620838163563,1.1160086178510353,2.100623749411996,1.5726974923255685
8,383,-0.26991014134325153,1.0629854348171588,-0.6616246999199797,6,0,56,15,1,2,106,41,67,1,-0.662464590397986,0.05217783821888852,-0.635705831512801,-0.3659769349560106,-1.0135647887905015
8,902,-0.509649609439187,-1.0186462325767904,0.2053311130621376,2,1,4,7,4,2,29,57,130,1,0.19823262891683724,-0.5112486820910083,-0.8593289527081843,-0.3659769349560106,-0.6052075865090166
19,937,-0.5613175982529662,0.17085757736260918,0.3102872061941897,6,1,59,14,3,2,106,268,276,1,-1.5713608539944393,-2.0512811709380596,0.8178444562571907,-0.3659769349560106,-1.149683856217663
1,16,-0.08803882071874876,-1.0186462325767904,2.4547639115394126,2,0,27,15,1,2,47,137,187,2,1.4123895062969478,2.448618637936983,-0.9413240971464916,-0.3659769349560106,-0.12879085051395114
18,757,-0.4765820965983683,-2.8029019474858896,0.6616695342726049,2,1,59,15,3,2,69,36,135,2,0.4851317020217783,0.36769668959243074,2.8677230672148712,2.100623749411996,0.5518044866218568
8,507,-0.503449864125444,0.4682335298474591,0.01737269341262953,6,1,45,15,1,2,6,304,22,1,-1.1903588849110776,-0.8117428262562866,-0.5238942709151093,-0.3659769349560106,-0.6052075865090166
